name,A,B,Bprime,C,E,F,G,HPLC,BefVis,BefUVS,BefUVL,Archers,AftVis,AftUV,M,F1,F2,F3,KResult,CResult,KCResult,PDResult,Cortex,Medulla,Notes,Related,Reference,Lichens,Synonyms,Path,GroupName,Class,GLossID
Glaucophaeic acid,15,x,10,9,x,x,x,35,−,+,?,x,Pink,B.Blue,-1,291,290,206,No Result,No Result,No Result,No Result,?,?,Occurs in Porpidia glaucophaea,"2’-O-Methylhyperphyllinic acid, 2’-O-Methylmicrophyllinic acid, 2’-O-Methylsuperphyllinic acid","Elix, JA Wardlaw, JH 1996: Synthesis of depsides present in the lichen Porpidia glaucophaea.Australian Journal of Chemistry 49: 817-924.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Glomellic acid,34,30,27,33,x,x,x,18,−,+,?,x,Orange,B.Blue,-1,252,238,234,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale orange, grey halo. Occurs in Xanthoparmelia verruculifera","4-O-Demethylglomellic acid, Glomelliferic acid, Loxodellic acid,Oxostenosporic acid, Perlatolic acid, Stenosporic acid","Huneck, S Follmann, G 1973: Struktur der Glomellsäure. Phytochemistry 12: 2993-2994.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Glomelliferic acid,43,47,47,50,x,x,x,27,−,+,?,x,Orange,B.Blue,-1,252,235,234,No Result,No Result,Pink,P.Red,?,?,"Acid Spray: pale orange, grey halo. Occurs in Xanthoparmelia verruculifera","4-O-Demethylglomelliferic acid, Glomellic acid, Loxodellic acid,Oxostenosporic acid, Perlatolic acid, Stenosporic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North CarolinaPress, Chapel Hill: 118. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin, Heidelberg, New York: 257.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Glomelliferonic acid,43,x,40,36,x,x,x,26,−,+,?,x,P.Yellow,Purple,456,412,235,234,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. LW UV: strong-dark blue, purple halo. Occurs in Xanthoparmeliasubincerta","Glomellonic acid, Loxodellonic acid","Elix, JA Jenie, UA Jenkins, GA 1987: Three new depsidones from the lichen Neofusceliasubincerta. Australian Journal of Chemistry 40: 2031-2036..",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
Glomellonic acid,34,x,24,28,x,x,x,18,−,+,?,x,P.Yellow,Purple,-1,453,452,234,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. Occurs in Xanthoparmelia subincerta","Glomelliferonic acid, Loxodellonic acid","Elix, JA Jenie, UA Jenkins, GA 1987: Three new depsidones from the lichen Neofusceliasubincerta. Australian Journal of Chemistry 40: 2031-2036..",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
Graciliformin,35,x,10,15,x,x,x,22,+,+,?,x,Green,Grey,542,270,254,x,x,x,x,x,?,?,Bright yellow pigment. Acid Spray: colour like skyrin. Occurs in Cladonia graciliformis,"Diacetylgraciliformin, Monoacetylgraciliformin, Skyrin","Ejiri, H Sankawa, U Shibata, S 1975: Graciliformin and its acetates in Cladonia graciliformis.Phytochemistry 14: 277-279.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
Graphislactone A,47,x,26,32,x,x,x,18,−,+,?,x,P.Yellow,Purple,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in mycobiont culture of Graphis scripta var. pulverulenta,"Alternariol, Graphislactone B","Tanahashi, T Kuroishi, M Kuwahara, A Nagukura, N Hamada, N 1997: Four phenolics from thecultured mycobiont of Graphis scripta var. pulverulenta. Chemical and Pharmaceutical Bulletin (Tokyo) 45:1183.",,,acetyl-polymalonyl pathway,coumarins,"3,4-benzocoumarins",
Graphislactone B,18,x,4,8,x,x,x,11,−,+,?,x,P.Yellow,Purple,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in mycobiont culture of Graphis scripta var. pulverulenta,Graphislactone A,"Tanahashi, T Kuroishi, M Kuwahara, A Nagukura, N Hamada, N 1997: Four phenolics from thecultured mycobiont of Graphis scripta var. pulverulenta. Chemical and Pharmaceutical Bulletin (Tokyo) 45:1183.",,,acetyl-polymalonyl pathway,coumarins,"3,4-benzocoumarins",
Graphisquinone,x,x,x,x,x,x,x,x,+,+,?,x,x,x,222,207,193,179,x,x,x,x,?,?,Red pigment. Occurs in mycobiont of Graphis desquamescens,x,"Miyagawa, H Hamada, N Sato, M Ueno, T 1994: Pigments from the cultured lichenmycobionts of Graphis scripta and Graphis desquamescens. Phytochemistry 36: 1319-1322.",,,acetyl-polymalonyl pathway,quinones,furoquinones,
Grayanic acid,38,62,59,44,x,x,x,37,−,+,?,Purple,Orange-brown,Pink,414,396,370,165,No Result,No Result,Yellow,No Result,?,?,"LW UV: purplish-pink, same as colensoic acid. Occurs in Cladonia grayi, Neophyllis melacarpa","Colensoic acid, Congrayanic acid, 4-O-Demethylgrayanic acid,Melacarpic acid","Chester, DO Elix, JA 1980: A new dibenzofuran and diphenyl ether from the lichenGymnoderma melacarpum. Australian Journal of Chemistry 33: 1153-1156.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
(+)-Griseofulvin,30,x,6,18,x,x,x,8,−,+,?,x,Yellow,Purple,354,352,214,138,No Result,No Result,No Result,No Result,?,?,Occurs in Lecanora griseofulva,?,no reference,,,acetyl-polymalonyl pathway,furans & furanones,spirobenzofuranones,
Griseoxanthone-C [3-O-Methylnorlichexanthone],56,x,55,35,29,75,x,53,+,+,?,x,Yellow,Yellow,272,257,244,200,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Lecanora vinetorum,"4-Chloro-3-O-methylnorlichexanthone, Norlichexanthone","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a further thirteennew lichen xanthones. Bryologist 95: 52-64.",,3-O-Methylnorlichexanthone,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
Gyrophoric acid,24,42,42,24,x,x,x,25,−,+,?,Orange,Yellow,Green,-1,318,168,150,No Result,P.Red,No Result,No Result,?,?,"Acid Spray: strong-pale yellow, grey halo. Occurs in Punctelia borreri","2,4-Di-O-methylgyrophoric acid, Lecanoric acid, Methyl gyrophorate,4-O-Methylgyrophoric acid, 5-O-Methylhiascic acid, Orcinyl lecanorate, Ovoic acid, Umbilicaric acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North CarolinaPress, Chapel Hill: 114. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin, Heidelberg, New York: 304.",,,,depsides,orcinol tridepsides,
Haemathamnolic acid,18,35,34,32,x,x,49,26,−,+,?,x,Brown,Brown,360,210,193,191,Yellow,No Result,No Result,Yellow,?,?,"LW UV: brown, purple halo. Occurs in Pertusaria moreliensis","Cryptothamnolic acid, Hypothamnolic acid, Thamnolic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North CarolinaPress, Chapel Hill: 151. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin, Heidelberg, New York: 257.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
Haematommic acid,40,x,67,43,x,x,x,15,−,+,?,x,Orange,Orange,196,179,178,152,Yellow,No Result,No Result,Yellow,?,?,"Possibly artefact, described from Asahinea chrysantha","Atranorin, Methyl haematommate","Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 158.",,,shikimic acid pathway,monocyclic aromatic derivatives & compounds,monocyclic aromatic derivatives,
Haematommone,50,x,60,40,x,x,x,38,+,+,?,x,Orange,Pink,314,299,x,x,Violet,No Result,No Result,No Result,?,?,Red pigment. Occurs in Haematomma africanum,Russulone,"Huneck, S Culberson, CF Culberson, WL Elix, JA 1991: Haematommone, the red pigmentfrom the apothecia of Haematomma puniceum. Phytochemistry 30: 706-707.",,,acetyl-polymalonyl pathway,quinones,anthraquinones,
Haemoventosin,38,2,2,20,0,x,x,5,+,+,?,x,Purple,Pink,304,302,260,x,Violet,No Result,No Result,No Result,?,?,Red pigment. Occurs in Ophioparma ventosa,Coronatoquinone,"Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 166.",,,acetyl-polymalonyl pathway,quinones,naphthaquinones,
Hafellic acid,50,x,32,33,x,x,x,19,−,+,?,x,P.Yellow,Sky Blue,500,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Cratiria subtropica,x,"Elix, JA Liao, LBarrow, RA 2019: The structure of hafellic acid, a new diphenyl ether fromthe lichen Cratiria subtropica. Australasian Lichenology 85: 28–33.",,,acetyl-polymalonyl pathway,diphenyl ethers,diphenyl ethers,
Hiascic acid,18,x,8,12,x,x,x,19,−,+,?,x,P.Yellow,Green,-1,318,274,184,Red,Red,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. Occurs in Cetrariella delisei","4,5-Di-O-methylhiascic acid, Gyrophoric acid, 5-O-Methylhiascic acid,2,4,5-Tri-O-methylhiascic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 120. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 305.",,,,depsides,orcinol tridepsides,
Hierridin,86,x,x,90,x,x,x,84,−,+,?,x,Yellow-brown,Purple,448,168,167,153,No Result,No Result,No Result,No Result,?,?,Occurs in Ramalina hierrensis,x,"Gonzáles, AG Barrera, JB Rodrigues Pérez, EM 1992: Synthesis of hierridin, a phenol from thelichen Ramalina hierrensis. Phytochemistry 31: 1436-1439.",,,shikimic acid pathway,monocyclic aromatic derivatives & compounds,monocyclic aromatic derivatives,
Hirtifructic acid,52,x,38,44,x,x,x,26,−,+,?,x,Orange,Orange,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Relicina hirtifructa,"Conechinocarpic acid, Conhirtifructic acid, Echinocarpic acid","Elix, JA 1995: A revision of the lichen genus Relicina. Bibliotheca Lichenologica 62: 1-150.",,,unknown,unknown,[structure not known],
Homoheveadride,77,51,52,76,x,x,x,26,−,−,?,x,No Result,No Result,388,342,264,194,No Result,No Result,No Result,No Result,?,?,Occurs in Cladonia polycarpoides,Heveadride,"Archer, AW Taylor, WC 1987: Homoheviadride, a cyclononadiene bis-anhydride fromCladonia polycarpoides. Phytochemistry 26: 2117-2119.",,,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Homosekikaic acid,45,69,65,56,x,x,x,35,−,+,?,P.Red,Orange,Green,-1,254,236,210,No Result,No Result,No Result,No Result,?,?,"Acid Spray: orange, yellow halo, darker orange on standing. Occurs in Relicina hirtifructa","Hyperhomosekikaic acid, 4´-O-Methylnorhomosekikaic acid, Paludosicacid, Ramalinolic acid, Sekikaic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 130. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 258.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
"Hopane-6α,22-diol [Zeorin]",52,42,43,43,19,44,50,x,−,−,?,x,P.Brown,Orange,444,426,207,189,No Result,No Result,No Result,No Result,?,?,Acid Spray: brown fades to purple on standing. Occurs in Heterodermia speciosa,"6α-Acetoxyhopane-16β,22-diol, 6α-Acetoxyhopane-22-ol, Hopane-6α,16β,22-triol, 22-Hydroxyhopane-6-one","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 206. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 387.",,Zeorin,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-7β,22-diol",x,x,x,43,15,x,x,x,−,−,?,x,Purple,Yellow,444,426,411,191,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria crocata,"7β-Acetoxyhopan-22-ol, Hopane-6α,7β,22-triol","Corbett, RE Wilkins, AL 1977: Lichens and fungi. XV. Revised structure for hopanetriterpenoids isolated from the lichen Pseudocyphellaria mougeotiana. Australian Journal of Chemistry30: 2329-2332.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-11β,22-diol",x,x,x,40,x,x,x,x,−,−,?,x,Purple,Yellow,444,426,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria crocata,x,"Corbett, RE Cumming, SD 1971: Lichens and fungi. Part VII. Extractives from the lichenSticta mougeotiana var. dissecta Del. Journal of the Chemistry Society (C): 955-960.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-15α,22-diol",40,x,39,36,8,x,42,x,−,−,?,x,Purple,Yellow,444,426,411,191,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria billiardieri,15α-Acetoxyhopan-22-ol,"Corbett, RE Young, H 1966: Lichens and fungi. Part III. Structural elucidation of Hopane-15α,22-diol from Sticta billiardieri Del. Journal of the Chemistry Society (C): 1564-1567.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-16β,22-diol",x,x,x,36,12,x,x,x,−,−,?,x,Brown,Orange,x,x,x,x,No Result,No Result,No Result,No Result,?,?,"Occurs in Myelochroa entotheiochroa, Septotrapelia usnica","16β-Acetoxy-22-hydroxyhopane-4α-oic acid, 16β,22-Dihydroxyhopan-4α-oic acid, Hopane-6α,16β,22-triol","Yosioka, I Yamaki, M Kitagawa, I 1966: On the triterpenic constituents of a lichen Parmeliaentotheiochroa Hue; zeorin, leucotylin, leucotylic acid, and five new related triterpenoids, Chemical andParmaceutical Bulletin (Tokyo) 14: 804-807.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-6α,7β,22-triol",38,x,58,36,6,x,38,x,−,−,?,x,Brown,Orange,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Acid Spray: fades to purple. Occurs in Pseudocyphellaria neglecta,"7β-Acetoxyhopane-6α,22-diol","Corbett, RE Cumming, SD 1971: Lichens and fungi. Part VII. Extractives from the lichenSticta mougeotiana var. dissecta Del. Journal of the Chemistry Society (C): 955-960.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"Hopane-6α,16β,22-triol [Leucotylin]",17,x,28,21,4,x,30,x,−,−,?,x,Brown,Orange,460,442,409,384,No Result,No Result,No Result,No Result,?,?,Acid Spray: fades to purple. Occurs in Heterodermia tremulans,"6α-Acetoxyhopane-16β,22-diol, 16β-Acetoxyhopan-6α,22-diol, 6α,16β-Diacetoxyhopan-22-ol","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 202. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 380.",,Leucotylin,mevalonic acid pathway,terpenoids & steroids,terpenoids,
Hybocarpone,16,x,44,14,x,x,x,11,+,+,?,x,Brown,Brown,544,264,x,x,Red,No Result,No Result,No Result,?,?,Orange pigment. Occurs in Heterodermia hybocarponica,"Boryquinone, Desmethylhybocarpone","Ernst-Russell, MAElix, JAChai, CLLWillis, ACNash, TH III 1999: Hybocarpone, a novelcytotoxic naphthazarin derivative from mycobiont cultures of the lichen Lecanora hybocarpa. TetrahedronLetters 40: 6321-6324.",,,acetyl-polymalonyl pathway,quinones,naphthaquinones,
3α-Hydroxybarbatic acid [8-Hydroxybarbatic acid],20,29,28,24,x,x,x,20,−,+,?,x,Yellow,Purple,-1,195,194,182,No Result,No Result,Yellow,No Result,?,?,"Acid Spray: yellow, grey halo. LW UV: purple, pale yellow halo. Occurs in Xanthoparmeliamoctezumensis","Baeomycesic acid, Barbatic acid, 4-O-Demethylbarbatic acid,Squamatic acid","Culberson, CF Nash, TH Johnson, A 1979: 3α-Hydroxybarbatic acid, a new depside inchemosyndromes of some xanthoparmeliae with β-orcinol depsides. Bryologist 82: 154-156.",,8-Hydroxybarbatic acid,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
3-Hydroxycolensoic acid,39,50,50,42,x,x,x,26,−,+,?,x,P.Brown,Purple,458,440,414,236,No Result,No Result,Yellow,No Result,?,?,Occurs in Hypotrachyna osseoalba,"Colensoic acid, Lividic acid, 3-Methoxycolensoic acid, 4-O-Methylphysodic acid, Norcolensoic acid, Physodic acid","Djura, P Sargent, MV Elix, JA Engkaninan, U Huneck, S Culberson, CF 1977: Depsidonesynthesis VIII. Isolation and structure determination of hydroxy- and methoxycolensoic acids. Synthesis ofMethyl methoxy-O-methylcolensoate. Australian Journal of Chemistry 30: 599-607.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
2-Hydroxyconvirensic acid,5,x,22,4,x,x,28,12,−,+,?,x,Orange,Purple,-1,273,231,200,No Result,No Result,No Result,No Result,?,?,Minor component in Sulcaria sulcata,"Virensic acid, 2-Hydroxyvirensic acid","Elix, JA Wardlaw, JH Obermayer, W 2003: 2-Hydroxyconvirensic acid, a new depsidone from thelichen Sulcaria sulcata. Australasian Lichenology 52: 6-8.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
3α-Hydroxydiffractaic acid [8-Hydroxydiffractaic acid],18,x,x,20,x,x,x,x,−,+,?,x,Yellow,Purple,x,x,x,x,No Result,No Result,No Result,No Result,?,?,"Acid Spray: fades to purple. LW UV: brown, orange halo. Occurs in Pseudocyphellaria aurata","3β-Acetoxyfern-9(11)-ene-12β-ol, 3β-Acetoxyfern-9(11)-ene-12-one, Fern-9(11)-ene-3β,12β-diol, Fern-9(11)-ene-3,12-dione","Wilkins, AL Elix, JA 1990: New fernene triterpenes from the lichen Pseudocyphellaria aurata:Australian Journal of Chemistry 43: 623-627.",,8-Hydroxydiffractaic acid,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
3-Hydroxygyrophoric acid,13,x,32,16,x,x,x,20,−,+,?,x,P.Yellow,Green,-1,184,168,150,x,x,x,x,?,?,Minor component in Hypotrachyna subfatiscens,"Gyrophoric acid, Lecanoric acid, 3-Hydroxy-4-O-methylumbilicaric acid,3-Methoxy-2,4-di-O-methylgyrophoric acid","Elix, JA Wardlaw, JH 2000: Four new tridedsides from Hypotrachyna species. AustralasianLichenology 47: 8-13.",,,,depsides,orcinol tridepsides,
22-Hydroxyhopane-6-one [Zeorinone],54,x,53,49,40,x,64,x,−,−,?,x,P.Yellow-brown,P.Yellow,442,424,409,189,No Result,No Result,No Result,No Result,?,?,Occurs in Rinodina thiomela,"6α-Acetoxyhopane-22-ol, Hopane-6α,22-diol","Wilkins, AL Elix, JA Gaul, KL Moberg, R 1989: New hopane triterpenoids from the lichen in thefamily Physciaceae, Austrlian Journal of Chemistry 42: 1415-1422.",,Zeorinone,mevalonic acid pathway,terpenoids & steroids,terpenoids,
2-Hydroxyhypoprotocetraric acid,15,x,29,10,x,x,x,15,−,+,?,x,D.Blue-grey,D.Blue,x,x,x,x,x,x,x,x,?,?,Quenches in visible light like oxyphysodic acid. Occurs in Ocellularia arecae,"2-Hydroxynotatic acid, Hypoprotocetraric acid, Notatic acid","Mangold, A 2008. Taxonomic studies on members of thelotremoid Ostropales (lichenizedAscomycota) in Australia. Univ. Duisburg-Essen, p28.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
5-Hydroxylecanoric acid,21,36,33,11,x,x,x,8,−,+,?,x,Yellow,Green,334,184,168,150,No Result,Red,No Result,No Result,?,?,"Acid Spray: yellow, grey halo. LW UV: strong-purple, green halo. Minor component in Hypotrachynaneodamaziana",Lecanoric acid,"Elix, JA Jayanthi, VK1977: 5-O-Methylhiascic acid, a new tridepside from Australian lichens.Australian Journal of Chemistry 30: 2695-2704.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
9α-Hydroxymenegazziaic acid [8´-Hydroxymenegazziaic acid ],2,x,2,1,x,x,13,2,−,+,?,x,Grey,Purple,x,x,x,x,No Result,No Result,No Result,Orange,?,?,Minor component in Parmotrema crinitum,"α-Acetylconstictic acid, Constictic acid, Cryptostictic acid, Menegazziaicacid, Norstictic acid, Stictic acid","Culberson, CF Culberson, WL Johnson, A1981: A standardized TLC analysis of β-orcinoldepsidones. Bryologist 84: 16-29 [as unknown Pcr-2].",,8´-Hydroxymenegazziaic acid ,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
2-Hydroxy-4-methoxy-6-pentylbenzoic acid [4-O-Methylolivetolcarboxylic acid],56,78,x,60,x,x,x,12,−,+,?,x,Yellow,Green,238,221,220,194,No Result,No Result,No Result,No Result,?,?,"Possibly an artefact, reported from Cladonia macaronesica","2,4-Dihydroxy-6-pentylbenzoic acid, Perlatolic acid","Gonzáles, AG Barrera, JB Rodrigues Pérez, EM Hernández Padrón, CE 1991: Chemicalconstituents of the lichen Cladina macronesica. Zeitschrift für Naturforschung 46c: 12-18.",,4-O-Methylolivetolcarboxylic acid,shikimic acid pathway,monocyclic aromatic derivatives & compounds,monocyclic aromatic derivatives,
"6α-Hydroxyeugenitin [6-Hydroxymethyleugenitin, 5-Hydroxy-6-hydroxymethyl-7-methoxy-2-methylchromone]",31,x,x,18,16,x,x,5,+,+,?,x,Yellow,Yellow,236,235,221,219,No Result,Orange,No Result,No Result,?,?,"Pale yellow pigment. Acid Spray: deep mustard yellow, brown halo, fades to orange. LW UV: brownish-yellow. Occurs in Roccella fuciformis","Eugenitin, Eugenitol, Lepraric acid, Sordidone","Huneck, S 1972: 6-Hydroxymethyleugenitin, ein neues Chromon aus Roccella fuciformis.Phytochemistry 11: 1489-1490.",,"6-Hydroxymethyleugenitin, 5-Hydroxy-6-hydroxymethyl-7-methoxy-2-methylchromone",acetyl-polymalonyl pathway,chromones,chromones,
4-Hydroxyisovulpinic acid,52,x,37,39,x,42,x,x,+,+,?,x,Yellow,Yellow,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Yellow pigment. Accessory substance in Letharia vulpina,"Vulpinic acid, 4-Hydroxypulvinic dilactone",New report,,,shikimic acid pathway,pulvinic acid derivatives,pulvinic acid derivatives,
3-Hydroxy-4-O-methylumbilicaric acid,36,x,33,35,x,x,x,24,−,+,?,x,P.Yellow,Green,-1,212,195,180,x,x,x,x,?,?,Minor component in Hypotrachyna subfaticens,"Gyrophoric acid, Lecanoric acid, 3-Hydroxygyrophoric acid, 3-Methoxy-2,4-di-O-methylgyrophoric acid","Elix, JA Wardlaw, JH 2000: Four new tridedsides from Hypotrachyna species. AustralasianLichenology 47: 8-13.",,,,depsides,orcinol tridepsides,
2-Hydroxynornotatic acid,9,x,25,6,x,x,x,9,−,+,?,x,D.Brown,Brown,x,x,x,x,x,x,x,x,?,?,Quenches in visible light like oxyphysodic acid. Occurs in Ocellularia arecae,"2-Hydroxyhypoprotocetraric acid, Hypoprotocetraric acid, Notatic acid","Mangold, A 2008. Taxonomic studies on members of thelotremoid Ostropales (lichenizedAscomycota) in Australia. Univ. Duisburg-Essen, p28.",,,acetyl-polymalonyl pathway,depsidones,orcinol β-orcinol depsidones,
"22α-Hydroxy-3,4-secostict-4(23)-en-3-al",67,x,70,56,52,x,76,x,−,−,?,x,Brown,Orange,442,x,x,x,No Result,No Result,No Result,No Result,?,?,Acid Spray: fades to purple. LW UV: fades to pink. Occurs in Pseudocyphellaria degelii,"2α-Acetoxystictane-3β,22α-diol, 3β-Acetoxystictane-2α,22-diol, 22α-Hydroxy-3,4-secostict-4(23)-en-3-oic acid, Stictane-3β,22-diol","Goh, EM Wilkins, AL Holland, PT 1979: Structural elucidation of a new group of secostictanetriterpenoids. Journal of the Chemical Society, Perkin Transactions I: 1560-1564.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
"22α-Hydroxy-3,4-secostict-4(23)-en-3-oic acid",52,x,54,51,11,x,62,x,−,−,?,x,Brown,Orange,458,x,x,x,No Result,No Result,No Result,No Result,?,?,Acid Spray: fades to purple. LW UV: fades to pink. Occurs in Pseudocyphellaria degelii,"2α-Acetoxystictane-3β,22α-diol, 3β-Acetoxystictane-2α,22-diol, 22α-Hydroxy-3,4-secostict-4(23)-en-3-al, Stictane-3β,22-diol","Goh, EM Wilkins, AL Holland, PT 1979: Structural elucidation of a new group of secostictanetriterpenoids. Journal of the Chemical Society, Perkin Transactions I: 1560-1564.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
22α-Hydroxystictane-3-one,x,x,x,x,x,x,x,x,−,−,?,x,P.Brown,Orange,442,427,424,409,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudocyphellaria norvegica,"3β-Acetoxystictane-2α,22-diol, Stictane-3β,22-diol","Wilkins, AL 1977: The structure of a triterpene ketol from Cetraria nivalis. Phytochemistry 16: 608-609.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
3-Hydroxyumbilicaric acid,16,x,26,11,x,x,46,16,−,+,?,x,P.Yellow,Green,x,x,x,x,No Result,No Result,Pink,No Result,?,?,Occurs in Hypotrachyna bonariensis,"Gyrophoric acid, Lecanoric acid, 3-Hydroxygyrophoric acid, 3-Methoxy-2,4-di-O-methylgyrophoric acid, 3-Methoxyumbilicaric acid, Umbilicaric acid","Elix, JA Yu, J Adler, MT 1989: 3-Hydroxyumbilicaric acid and 3-methoxyumbilicaric acid, newtridepsides from the lichen Hypotrachyna bonariensis. Australian Journal of Chemistry 42: 765-770.",,,,depsides,orcinol tridepsides,
2-Hydroxyvirensic acid,24,x,45,27,x,x,x,16,−,+,?,x,Brown,Brown,375,374,357,356,Brown,No Result,No Result,Red,?,?,Occurs in Sulcaria sulcata,"Convirensic acid, 2-Hydroxyconvirensic acid, Virensic acid,","Elix, JA Wardlaw, JH Obermayer, W 2000: 2-Hydroxyvirensic acid, a new depsidone from thelichen Sulcaria sulcata. Australian Journal of Chemistry 53: 233-235.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
4-Hydroxyvulpinic acid,48,x,34,36,x,25,x,14,+,+,?,x,Yellow,Yellow,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Yellow pigment. Minor component in Letharia vulpina,?,no reference,,,shikimic acid pathway,pulvinic acid derivatives,pulvinic acid derivatives,
Hyperconfluentic acid,49,45,40,59,x,x,x,35,−,+,?,x,P.Yellow,B.Blue,-1,280,266,262,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudobaeomyces pachycarpus,"Confluentic acid, Insignin, Superconfluentic acid,","Culberson, CF Culberson, WL Gowan, S Johnson, A 1987: New depsides from lichens:microchemical methodologies applied to the study of new natural products discovered in herbarium specimens.American Journal of Botany 74: 403-414.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Hyperhomosekikaic acid,56,x,64,61,x,x,x,38,−,+,?,x,Orange,Green,-1,238,236,221,No Result,No Result,No Result,No Result,?,?,"Occurs in Physcidia wrightii, Phyllopsora homosekikaica","Homosekikaic acid, Sekikaic acid,","Culberson, CF Culberson, WL Johnson, A 1985: Orcinol-type depsides and depsidones in thelichens of the Cladonia chlorophea group (Ascomycotina, Cladoniaceae). Bryologist 88: 380-387.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Hyperlatolic acid,53,x,74,52,x,x,x,54,−,+,?,x,P.Yellow,Green,-1,455,454,238,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow, grey halo. LW UV: strong-purple, green halo. Occurs in Rhopalospora viridis","Isohyperlatolic acid, Perlatolic acid, Superlatolic acid","Culberson, CF Hale, ME Tønsberg, T Johnson, A 1984: New depsides from the lichen Dimelaenaoreina and Fuscidia viridis. Mycologia 76: 148-160.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
